,location,total_sqft,bath,price,bhk
11646,Kaggalipura,3150.0,5.0,212.0,4.0
11647,Karuna Nagar,1960.0,3.0,165.0,3.0
11648,JP Nagar,3200.0,5.0,309.0,4.0
11650,Yelahanka,1195.0,2.0,53.105,2.0
11651,Hosakerehalli,4500.0,5.0,145.0,5.0
11654,other,648.0,1.0,40.0,1.0
11655,Sarjapur  Road,2100.0,3.0,130.0,3.0
11657,Kudlu,1027.0,2.0,44.0,2.0
11659,Bommasandra,1365.0,3.0,52.82,3.0
11660,Yelahanka New Town,650.0,1.0,18.0,1.0
11661,Chandapura,1200.0,2.0,52.0,3.0
11662,Cooke Town,1100.0,2.0,90.0,2.0
11663,7th Phase JP Nagar,1075.0,2.0,57.0,3.0
11664,Banashankari,1100.0,2.0,63.0,2.0
11665,other,1320.0,2.0,58.0,3.0
11666,Kammasandra,1500.0,3.0,65.0,3.0
11669,Vittasandra,1246.0,2.0,67.5,2.0
11670,Bhoganhalli,1718.0,3.0,90.2,3.0
11671,Bisuvanahalli,1075.0,2.0,32.0,3.0
11672,other,1480.0,3.0,75.48,3.0
11673,other,500.0,1.0,13.0,1.0
11675,Kaikondrahalli,1200.0,4.0,125.0,4.0
11676,Kanakpura Road,1041.0,2.0,36.44,2.0
11677,other,1128.0,2.0,48.4,2.0
11678,Hosur Road,1685.0,3.0,90.0,3.0
11679,other,1180.0,2.0,65.0,2.0
11680,other,1200.0,2.0,60.0,2.0
11681,other,1250.0,3.0,39.5,3.0
11682,Kanakpura Road,900.0,2.0,41.0,2.0
11683,other,1000.0,2.0,45.0,2.0
11686,Vittasandra,1404.0,2.0,70.0,2.0
11687,Ramagondanahalli,1610.0,2.0,115.0,3.0
11688,Varthur,1760.0,2.0,85.0,2.0
11689,other,975.0,2.0,55.0,2.0
11690,other,1190.0,2.0,42.0,2.0
11691,Kudlu,1110.0,2.0,46.0,2.0
11693,Gunjur,1235.0,2.0,44.5,2.0
11694,other,1275.0,2.0,55.0,2.0
11696,Harlur,1197.0,2.0,76.0,2.0
11697,Begur Road,644.0,1.0,32.0,1.0
11698,Bellandur,1251.0,2.0,47.0,2.0
11699,Neeladri Nagar,1105.0,2.0,30.0,2.0
11700,other,1080.0,2.0,38.0,2.0
11701,Kudlu,2100.0,3.0,114.0,4.0
11703,NRI Layout,1731.0,3.0,64.11,3.0
11704,Hormavu,1206.0,2.0,55.0,2.0
11705,Choodasandra,1560.0,3.0,78.0,3.0
11706,7th Phase JP Nagar,750.0,1.0,47.0,1.0
11709,Sarjapur  Road,702.0,1.0,35.8,1.0
11710,Attibele,1700.0,3.0,65.0,3.0
11711,HRBR Layout,1145.0,2.0,68.5,2.0
11712,Ramamurthy Nagar,1208.0,2.0,43.5,3.0
11713,Brookefield,1589.0,3.0,74.0,3.0
11715,Yelahanka New Town,1426.0,2.0,61.5,3.0
11716,Green Glen Layout,1885.0,3.0,135.0,3.0
11717,Old Madras Road,935.0,2.0,37.77,2.0
11718,Old Madras Road,1171.0,2.0,73.0,2.0
11719,Singasandra,1465.0,2.0,60.0,2.0
11720,Budigere,1820.0,3.0,95.0,3.0
11721,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3.0
11722,Whitefield,1452.0,2.0,46.29,3.0
11723,Hennur Road,1445.0,2.0,89.56,3.0
11724,other,1170.0,2.0,39.0,2.0
11725,other,1070.0,2.0,50.0,2.0
11726,Kanakpura Road,1100.0,3.0,53.0,3.0
11727,Kothanur,1140.0,2.0,56.0,2.0
11728,Rachenahalli,2600.0,3.0,160.0,3.0
11729,other,1532.0,3.0,59.75,3.0
11730,other,1150.0,2.0,46.0,2.0
11731,Jakkur,1473.0,2.0,85.0,2.0
11732,Kathriguppe,1350.0,3.0,80.99,3.0
11734,CV Raman Nagar,1980.0,4.0,166.0,3.0
11735,Hoodi,1660.0,3.0,128.0,3.0
11736,Kogilu,2456.0,7.0,85.0,7.0
11737,Chamrajpet,650.0,2.0,45.0,2.0
11738,Neeladri Nagar,4000.0,5.0,425.0,5.0
11740,other,1495.0,3.0,90.0,3.0
11741,R.T. Nagar,1080.0,2.0,48.0,2.0
11742,Electronic City,1521.0,2.0,57.5,3.0
11743,other,1053.0,2.0,51.0,2.0
11746,7th Phase JP Nagar,1050.0,2.0,42.0,2.0
11747,Thanisandra,1430.0,2.0,51.48,3.0
11749,other,1250.0,3.0,39.0,3.0
11750,other,1200.0,2.0,75.0,4.0
11752,Uttarahalli,1000.0,2.0,39.5,2.0
11753,Bannerghatta Road,1630.0,3.0,68.0,3.0
11754,Kammasandra,985.0,2.0,40.5,2.0
11755,BTM 2nd Stage,1200.0,2.0,70.0,2.0
11756,Ambalipura,1650.0,3.0,100.0,3.0
11757,Mico Layout,1670.0,3.0,59.0,3.0
11759,Sarjapur  Road,1240.0,4.0,110.0,4.0
11760,other,1000.0,2.0,60.0,2.0
11761,other,830.0,2.0,26.0,2.0
11762,Ramagondanahalli,1200.0,3.0,56.1,3.0
11764,Begur Road,2500.0,6.0,122.5,4.0
11765,Haralur Road,1140.0,2.0,43.0,2.0
11766,Nagarbhavi,1635.0,3.0,85.0,3.0
11767,HSR Layout,1120.0,2.0,70.0,2.0
11768,other,2750.0,6.0,200.0,6.0
11770,Harlur,2137.0,3.0,110.0,3.0
11771,Hennur Road,973.0,2.0,50.74,2.0
11772,Kundalahalli,1724.0,3.0,146.0,3.0
11773,Banashankari,1020.0,2.0,40.79,2.0
11775,Electronic City,750.0,1.0,35.0,1.0
11776,Kambipura,883.0,2.0,49.0,2.0
11778,Ramagondanahalli,2787.0,5.0,220.0,4.0
11779,other,1470.0,2.0,60.0,3.0
11780,Electronics City Phase 1,891.0,2.0,24.95,2.0
11781,other,1275.0,2.0,76.0,2.0
11782,Kothanur,1787.0,3.0,120.0,3.0
11783,8th Phase JP Nagar,1730.0,5.0,75.0,5.0
11785,Yeshwanthpur,1692.0,3.0,108.0,3.0
11786,Bannerghatta Road,1400.0,3.0,69.0,3.0
11787,Sarjapur  Road,1115.0,2.0,50.0,2.0
11788,Whitefield,1370.0,2.0,56.0,2.0
11789,other,1602.0,3.0,56.0,3.0
11790,other,793.0,1.0,40.0,1.0
11791,GM Palaya,675.0,1.0,35.0,1.0
11792,Chikka Tirupathi,3250.0,4.0,136.0,4.0
11793,Whitefield,1050.0,2.0,43.0,2.0
11794,Jalahalli East,1035.0,2.0,42.5,2.0
11795,Sarjapur  Road,1200.0,2.0,44.0,3.0
11796,Sarjapur  Road,1800.0,3.0,128.0,3.0
11797,Green Glen Layout,1625.0,3.0,70.0,3.0
11798,Electronics City Phase 1,1032.0,2.0,31.99,2.0
11799,Whitefield,1496.0,2.0,71.81,3.0
11800,other,1100.0,2.0,38.0,2.0
11801,Kundalahalli,1500.0,3.0,50.0,3.0
11802,Electronic City Phase II,1125.0,2.0,32.63,2.0
11803,other,1555.0,3.0,73.0,3.0
11804,Amruthahalli,1025.0,2.0,42.0,2.0
11805,Hennur Road,1482.0,2.0,83.73,3.0
11806,other,1630.0,2.0,130.0,3.0
11807,Arekere,900.0,2.0,44.5,2.0
11808,Yelahanka,1355.0,2.0,75.0,3.0
11810,Akshaya Nagar,1200.0,2.0,45.0,2.0
11811,other,1563.0,3.0,63.0,3.0
11812,other,1344.0,4.0,84.0,4.0
11814,5th Phase JP Nagar,812.0,2.0,42.0,2.0
11815,Basaveshwara Nagar,1200.0,2.0,70.0,2.0
11816,Yelahanka,3175.0,4.0,156.0,4.0
11817,Marathahalli,1360.0,2.0,101.0,2.0
11818,Hegde Nagar,1835.0,3.0,88.0,3.0
11819,Rachenahalli,1756.0,3.0,110.0,3.0
11820,8th Phase JP Nagar,1296.0,2.0,51.83,3.0
11821,Haralur Road,1300.0,2.0,75.0,2.0
11822,Anandapura,1141.0,2.0,50.0,2.0
11823,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
11824,Electronic City,1210.0,2.0,55.0,2.0
11825,Hormavu,1310.0,2.0,67.0,2.0
11827,Magadi Road,1187.0,2.0,55.195,3.0
11828,Gubbalala,1745.0,3.0,140.0,3.0
11830,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2.0
11832,Electronic City Phase II,1140.0,2.0,34.0,2.0
11833,Varthur,1210.0,2.0,54.0,2.0
11834,Kasavanhalli,2035.0,3.0,142.0,3.0
11835,Sarjapur,633.0,1.0,17.09,1.0
11836,Amruthahalli,485.0,1.0,19.5,1.0
11837,Varthur,1112.0,2.0,40.0,2.0
11838,other,1200.0,2.0,82.0,2.0
11839,Sarjapur  Road,2275.0,4.0,187.0,3.0
11840,other,1419.0,3.0,85.0,3.0
11841,other,1195.0,2.0,42.4,2.0
11844,Thanisandra,1884.0,4.0,117.0,3.0
11846,Bannerghatta Road,905.0,2.0,58.0,2.0
11847,JP Nagar,1500.0,2.0,108.0,3.0
11848,other,850.0,1.0,50.0,1.0
11849,Bommasandra Industrial Area,1125.0,2.0,32.49,2.0
11850,Tindlu,1165.0,2.0,59.8,2.0
11851,other,933.0,2.0,55.0,2.0
11852,Hennur Road,1305.0,2.0,77.0,3.0
11853,Billekahalli,1125.0,2.0,65.0,2.0
11854,other,865.0,2.0,33.0,2.0
11855,Jigani,1245.0,3.0,66.0,3.0
11856,Kalyan nagar,8840.0,2.0,300.0,2.0
11857,other,1145.0,2.0,60.0,3.0
11858,AECS Layout,2000.0,3.0,90.0,3.0
11859,Hosa Road,625.0,1.0,43.68,1.0
11860,Kundalahalli,1724.0,3.0,128.0,3.0
11862,Sarjapur  Road,1270.0,2.0,54.0,3.0
11863,other,1250.0,3.0,39.5,3.0
11864,Jakkur,1485.0,3.0,72.0,3.0
11866,7th Phase JP Nagar,990.0,2.0,50.0,2.0
11867,TC Palaya,1200.0,2.0,66.0,3.0
11868,Kothanur,1185.0,2.0,59.0,2.0
11869,Kadubeesanahalli,1140.0,2.0,78.0,2.0
11870,Ambedkar Nagar,1950.0,4.0,120.0,3.0
11871,Yelahanka,1756.0,3.0,125.0,3.0
11873,Chandapura,520.0,1.0,14.04,1.0
11874,other,1025.0,2.0,48.0,2.0
11875,Whitefield,1216.0,2.0,72.0,2.0
11876,Sarjapur  Road,1026.0,2.0,60.8,2.0
11877,Sarjapur  Road,3335.0,4.0,300.0,4.0
11878,Kodichikkanahalli,2700.0,4.0,125.0,5.0
11879,Begur,1411.0,2.0,60.0,3.0
11880,Kanakpura Road,1320.0,2.0,39.6,3.0
11881,Bannerghatta,1320.0,2.0,50.0,2.0
11883,Kalena Agrahara,1804.0,3.0,155.0,3.0
11884,HSR Layout,1140.0,2.0,46.0,2.0
11885,Banjara Layout,1200.0,4.0,105.0,4.0
11886,Hebbal,2375.0,4.0,189.0,4.0
11887,other,1750.0,3.0,120.0,3.0
11889,TC Palaya,1152.0,2.0,55.0,2.0
11890,Thanisandra,965.0,2.0,54.0,2.0
11891,Lingadheeranahalli,1684.0,3.0,120.0,3.0
11892,Hennur Road,1672.0,3.0,86.0,3.0
11893,Panathur,1075.0,2.0,60.0,2.0
11894,Sarjapur,1500.0,5.0,95.0,3.0
11895,other,1464.0,3.0,56.0,3.0
11896,Hebbal,1420.0,2.0,99.26,2.0
11897,other,750.0,2.0,40.0,2.0
11898,Yeshwanthpur,1169.0,2.0,64.08,2.0
11899,Devanahalli,1290.0,2.0,62.0,3.0
11900,Kengeri,1160.0,2.0,40.6,2.0
11901,Shampura,2800.0,5.0,95.0,7.0
11902,Mysore Road,1500.0,3.0,70.0,3.0
11903,Domlur,1850.0,3.0,180.0,3.0
11904,other,1300.0,3.0,46.0,3.0
11905,Electronic City Phase II,1310.0,2.0,37.84,3.0
11907,other,2150.0,3.0,170.0,3.0
11908,5th Block Hbr Layout,5100.0,5.0,300.0,6.0
11909,Kanakpura Road,1300.0,2.0,69.0,3.0
11910,Kadugodi,1875.0,2.0,110.0,3.0
11911,Hulimavu,1260.0,2.0,82.0,3.0
11912,Kengeri,2500.0,4.0,100.0,5.0
11913,Begur Road,1241.0,2.0,64.0,2.0
11914,Sarjapur  Road,1025.0,2.0,45.5,2.0
11916,Electronic City,1070.0,2.0,60.0,2.0
11917,Begur,815.0,2.0,40.0,2.0
11918,Kanakpura Road,2000.0,3.0,105.0,3.0
11920,Varthur,1740.0,4.0,175.0,4.0
11921,ITPL,5667.5,5.0,300.0,4.0
11922,Sarjapur  Road,1216.0,2.0,70.0,2.0
11923,other,2200.0,2.0,190.0,3.0
11927,Kanakpura Road,1200.0,2.0,62.0,2.0
11928,Marathahalli,1026.0,2.0,50.18,2.0
11929,Hulimavu,450.0,1.0,20.0,1.0
11930,KR Puram,1205.0,2.0,45.79,2.0
11931,other,1368.0,2.0,87.0,2.0
11932,Anekal,420.0,1.0,12.5,1.0
11933,Doddakallasandra,1270.0,2.0,42.0,2.0
11934,Anekal,614.0,1.0,28.0,2.0
11935,Margondanahalli,1050.0,2.0,58.0,2.0
11936,Yelahanka,1408.0,2.0,58.0,2.0
11937,Subramanyapura,1223.0,2.0,42.81,3.0
11938,other,1507.0,3.0,80.0,3.0
11939,other,1160.0,2.0,57.0,2.0
11940,other,1200.0,3.0,70.0,3.0
11941,Poorna Pragna Layout,960.0,2.0,50.0,2.0
11942,NGR Layout,1021.0,2.0,46.0,2.0
11943,Hegde Nagar,2162.03,4.0,129.0,3.0
11944,Channasandra,1065.0,2.0,36.0,2.0
11945,Attibele,400.0,1.0,10.25,1.0
11946,Bannerghatta Road,1465.0,2.0,75.0,3.0
11947,Kanakpura Road,900.0,2.0,41.0,2.0
11948,Marathahalli,1800.0,3.0,95.0,3.0
11949,other,1175.0,2.0,83.0,2.0
11952,Sanjay nagar,1050.0,2.0,59.0,2.0
11953,Electronic City Phase II,1400.0,2.0,40.43,3.0
11954,Indira Nagar,1650.0,3.0,150.0,3.0
11955,KR Puram,1827.0,3.0,97.0,3.0
11956,Thanisandra,1930.0,4.0,122.0,3.0
11957,Mysore Road,883.0,2.0,37.0,2.0
11958,Kengeri,550.0,1.0,16.75,1.0
11959,Electronic City,1400.0,2.0,40.44,3.0
11961,Kanakapura,1290.0,2.0,38.69,3.0
11962,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3.0
11963,Whitefield,1158.0,2.0,55.0,2.0
11965,Nagarbhavi,1400.0,2.0,135.0,3.0
11966,Doddaballapur,2400.0,3.0,200.0,4.0
11967,Munnekollal,1200.0,2.0,57.9,3.0
11968,JP Nagar,1520.0,3.0,125.0,3.0
11969,Thanisandra,777.0,1.0,38.46,1.0
11970,EPIP Zone,2710.0,3.0,177.0,3.0
11971,Kenchenahalli,1150.0,2.0,57.0,2.0
11972,Yelahanka,1101.0,2.0,37.0,2.0
11973,Mahalakshmi Layout,1200.0,2.0,110.0,3.0
11974,Hebbal,1252.0,2.0,92.0,2.0
11975,Marathahalli,1650.0,3.0,85.0,3.0
11976,Marathahalli,1270.0,2.0,80.0,2.0
11977,Tumkur Road,992.0,2.0,70.0,2.0
11978,BEML Layout,2000.0,3.0,85.0,3.0
11979,other,893.0,2.0,34.5,2.0
11980,Bisuvanahalli,1075.0,2.0,41.49,3.0
11981,Kumaraswami Layout,3200.0,7.0,150.0,7.0
11982,Electronic City,1190.0,2.0,42.0,2.0
11984,Sarjapur  Road,1814.0,3.0,63.0,3.0
11985,other,1400.0,3.0,98.0,3.0
11987,Murugeshpalya,1344.0,2.0,56.0,3.0
11988,Whitefield,5400.0,5.0,475.0,4.0
11989,Kanakpura Road,1843.0,3.0,95.0,3.0
11990,other,1138.0,2.0,32.0,2.0
11991,other,1495.0,2.0,70.0,3.0
11992,Electronic City,880.0,2.0,19.0,2.0
11993,Whitefield,1396.0,3.0,74.0,3.0
11994,Garudachar Palya,1610.0,2.0,119.0,3.0
11995,Tindlu,1050.0,2.0,55.0,2.0
11996,other,1410.0,2.0,43.71,3.0
11997,Ramamurthy Nagar,1050.0,2.0,37.8,2.0
11998,Kumaraswami Layout,1310.0,2.0,85.0,3.0
11999,Yelahanka,1104.0,2.0,58.0,2.0
12000,Hennur Road,1165.0,2.0,67.0,2.0
12001,Kudlu,1027.0,2.0,44.0,2.0
12002,Hormavu,1310.0,2.0,60.0,2.0
12003,other,1052.0,2.0,52.0,2.0
12004,Singasandra,1464.0,3.0,56.0,3.0
12005,other,1000.0,2.0,45.0,2.0
12007,Electronic City,1150.0,2.0,38.08,2.0
12008,Thanisandra,2019.0,3.0,70.67,3.0
12009,Varthur,986.0,2.0,31.0,2.0
12012,Akshaya Nagar,1893.0,4.0,95.0,3.0
12013,Gollarapalya Hosahalli,1318.0,3.0,56.0,3.0
12014,Yelahanka,1325.0,2.0,58.0,3.0
12015,Kereguddadahalli,800.0,2.0,33.0,2.0
12016,other,1300.0,3.0,42.25,3.0
12017,other,1300.0,2.0,60.0,3.0
12018,Jalahalli East,1010.0,2.0,52.0,2.0
12019,Banashankari,1260.0,2.0,75.0,2.0
12020,Ulsoor,2500.0,4.0,170.0,4.0
12022,Bellandur,1665.0,3.0,85.0,3.0
12023,Subramanyapura,1800.0,3.0,80.0,3.0
12024,Harlur,1197.0,2.0,75.0,2.0
12025,other,1050.0,2.0,45.0,2.0
12027,Thanisandra,1241.0,2.0,68.0,3.0
12028,other,1567.0,2.0,62.0,3.0
12029,Kasavanhalli,1747.0,3.0,110.0,3.0
12030,Ramagondanahalli,1475.0,2.0,55.0,3.0
12033,Hennur Road,980.0,2.0,51.0,2.0
12034,Dasanapura,966.0,2.0,58.0,2.0
12035,other,2360.0,3.0,185.0,4.0
12036,Sarjapur  Road,1112.0,2.0,62.0,2.0
12038,other,1760.0,3.0,90.0,3.0
12039,Hennur,1830.0,2.0,113.0,3.0
12040,Yelahanka,1175.0,2.0,67.77,2.0
12041,Whitefield,1175.0,2.0,41.0,2.0
12042,Horamavu Banaswadi,1025.0,2.0,45.0,2.0
12043,Hennur Road,1232.0,2.0,80.0,2.0
12044,5th Phase JP Nagar,1010.0,2.0,57.0,2.0
12045,Sarjapur  Road,1273.0,2.0,60.0,2.0
12046,Battarahalli,1590.0,2.0,102.0,2.0
12047,other,1100.0,2.0,58.5,2.0
12048,Electronic City Phase II,1252.0,2.0,65.0,3.0
12049,1st Phase JP Nagar,2615.0,5.0,222.0,4.0
12051,Yelahanka,1322.0,2.0,77.9,2.0
12052,7th Phase JP Nagar,1000.0,1.0,60.0,1.0
12053,Harlur,1755.0,3.0,117.0,3.0
12054,Electronic City Phase II,1135.0,2.0,46.0,2.0
12056,Electronic City,1200.0,4.0,125.0,4.0
12057,Nagavarapalya,1260.0,2.0,85.5,2.0
12061,Kanakpura Road,1100.0,2.0,53.0,3.0
12062,Electronic City Phase II,1305.0,3.0,65.0,3.0
12063,other,1236.0,2.0,50.0,2.0
12064,Uttarahalli,1125.0,1.0,45.0,2.0
12065,KR Puram,1075.0,2.0,32.25,2.0
12066,BEML Layout,2000.0,3.0,85.0,3.0
12068,Thanisandra,2999.97,6.0,110.0,6.0
12069,Kadugodi,1150.0,2.0,42.0,2.0
12071,Hennur Road,1085.0,2.0,43.4,2.0
12072,Hebbal Kempapura,1785.0,3.0,165.0,3.0
12074,Thanisandra,1930.0,4.0,120.0,3.0
12076,other,800.0,1.0,45.0,2.0
12077,Kumaraswami Layout,2450.0,3.0,110.0,4.0
12078,other,1200.0,4.0,120.0,4.0
12079,Bannerghatta Road,1920.0,3.0,122.0,3.0
12080,Kothannur,1085.0,2.0,34.2,2.0
12081,Thanisandra,760.0,1.0,50.4,1.0
12082,Sahakara Nagar,1201.0,2.0,80.0,2.0
12083,Electronic City,1615.0,3.0,97.0,3.0
12084,HSR Layout,1289.0,2.0,70.0,2.0
12085,Budigere,1991.0,4.0,100.0,3.0
12086,Kasavanhalli,1377.0,2.0,80.0,2.0
12090,Thanisandra,663.0,1.0,32.82,1.0
12091,Electronic City,1165.0,2.0,33.65,2.0
12092,Talaghattapura,3554.0,4.0,340.0,3.0
12093,Thanisandra,1260.0,2.0,45.5,2.0
12094,other,1095.0,2.0,39.0,2.0
12095,other,1050.0,2.0,65.0,2.0
12096,Seegehalli,1176.0,2.0,50.0,2.0
12097,Thanisandra,1801.0,3.0,115.0,3.0
12098,Whitefield,1315.0,2.0,55.0,2.0
12099,Parappana Agrahara,1194.0,2.0,46.0,2.0
12100,NRI Layout,2400.0,2.0,125.0,2.0
12101,Uttarahalli,1308.0,2.0,53.0,3.0
12103,Thanisandra,1806.0,6.0,116.0,3.0
12104,Thanisandra,3671.0,4.0,220.0,4.0
12105,Hoodi,2144.0,3.0,140.0,3.0
12106,Hoskote,1065.0,2.0,33.75,2.0
12107,Balagere,1205.0,2.0,67.0,2.0
12108,Uttarahalli,1160.0,2.0,40.58,2.0
12110,Parappana Agrahara,1194.0,2.0,47.0,2.0
12111,other,1200.0,3.0,56.53,3.0
12112,2nd Phase Judicial Layout,1681.0,3.0,69.0,3.0
12113,Bommasandra Industrial Area,1130.0,2.0,32.64,2.0
12114,Iblur Village,3633.0,5.0,335.0,4.0
12115,Kanakpura Road,1843.0,3.0,90.0,3.0
12116,Bommasandra Industrial Area,1065.0,2.0,30.75,2.0
12117,Thubarahalli,1885.0,3.0,85.52,3.0
12118,R.T. Nagar,1500.0,2.0,45.0,2.0
12119,Panathur,1210.0,2.0,69.0,2.0
12120,TC Palaya,1126.0,2.0,39.4,2.0
12121,Rayasandra,1357.0,2.0,59.0,3.0
12122,Whitefield,1451.0,2.0,46.4,3.0
12124,Hennur Road,950.0,2.0,55.0,2.0
12125,Bellandur,960.0,2.0,48.0,2.0
12126,other,1625.0,3.0,92.0,3.0
12127,Kaggalipura,2200.0,4.0,150.0,3.0
12128,Ambalipura,1607.0,2.0,112.0,3.0
12129,Kanakpura Road,900.0,2.0,46.29,2.0
12130,other,1080.0,2.0,38.0,2.0
12132,Hosa Road,1708.0,3.0,64.05,4.0
12133,Yeshwanthpur,2500.0,5.0,185.0,6.0
12134,Bellandur,1690.0,2.0,116.0,3.0
12135,other,2100.0,3.0,145.0,5.0
12136,other,1269.0,2.0,97.0,2.0
12137,Haralur Road,1243.0,2.0,46.0,2.0
12138,Haralur Road,1890.0,3.0,84.0,3.0
12139,Electronic City Phase II,1165.0,2.0,33.64,2.0
12140,BTM Layout,1196.0,2.0,56.81,2.0
12141,Parappana Agrahara,1194.0,2.0,47.0,2.0
12142,Old Madras Road,1630.0,3.0,110.0,3.0
12143,Whitefield,1063.0,2.0,42.52,2.0
12144,other,1025.0,2.0,39.98,2.0
12145,Chikkabanavar,1067.0,2.0,38.0,2.0
12146,Kanakpura Road,1299.0,2.0,89.63,2.0
12147,Panathur,1343.0,2.0,76.0,2.0
12148,Electronics City Phase 1,1330.0,2.0,44.0,3.0
12149,Mallasandra,1524.0,2.0,72.0,3.0
12150,Lingadheeranahalli,2236.0,4.0,153.0,4.0
12151,Domlur,2955.0,3.0,235.0,3.0
12152,other,1410.0,2.0,45.12,3.0
12153,Kothanur,1581.0,3.0,76.0,3.0
12154,Balagere,1205.0,2.0,79.0,2.0
12155,Thyagaraja Nagar,1270.0,2.0,95.25,3.0
12156,other,1353.0,2.0,110.0,3.0
12157,other,1200.0,2.0,68.0,2.0
12158,other,1250.0,2.0,70.0,3.0
12160,Sarjapur  Road,1157.0,2.0,69.0,3.0
12161,Kanakapura,825.0,1.0,35.475,1.0
12162,Sarjapur  Road,1000.0,2.0,40.0,2.0
12163,Yelahanka,602.0,1.0,33.0,1.0
12165,Hoodi,1108.0,2.0,66.46,2.0
12166,Thyagaraja Nagar,1040.0,2.0,68.0,2.0
12167,Sarjapur,1451.0,2.0,87.0,2.0
12168,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
12169,Kanakpura Road,850.0,1.0,37.32,1.0
12171,other,900.0,2.0,40.0,2.0
12172,Kudlu,720.0,1.0,33.0,1.0
12173,Thanisandra,1573.0,3.0,115.0,3.0
12174,Sarjapur  Road,1026.0,2.0,60.8,2.0
12175,CV Raman Nagar,1400.0,2.0,78.0,3.0
12176,Electronic City Phase II,1400.0,2.0,40.44,3.0
12177,Banashankari Stage III,2100.0,3.0,147.0,4.0
12178,Sarjapur  Road,1150.0,2.0,48.5,2.0
12179,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3.0
12182,Kothanur,1790.0,3.0,105.0,3.0
12183,Ramagondanahalli,1125.0,2.0,75.0,2.0
12184,Hennur,1830.5,3.0,84.205,3.0
12185,Marathahalli,1100.0,2.0,50.0,2.0
12187,Banaswadi,1105.0,2.0,57.0,2.0
12188,Thanisandra,1110.0,2.0,46.5,2.0
12189,Dasanapura,708.0,1.0,41.0,1.0
12190,Kudlu,1027.0,2.0,44.0,2.0
12191,other,1600.0,3.0,100.0,3.0
12192,Thigalarapalya,3122.0,6.0,250.0,4.0
12193,Sarjapur  Road,1205.0,2.0,37.0,2.0
12194,5th Phase JP Nagar,1450.0,2.0,73.0,3.0
12196,other,540.0,1.0,22.0,1.0
12197,Dasarahalli,1200.0,2.0,42.0,2.0
12199,Kalena Agrahara,1837.0,2.0,95.0,3.0
12200,Whitefield,1346.0,2.0,76.01,2.0
12201,Balagere,1012.0,2.0,68.0,2.0
12202,other,1950.2,3.0,193.0,3.0
12203,other,1125.0,2.0,55.0,2.0
12204,Kaggadasapura,1500.0,2.0,60.0,3.0
12205,Harlur,1197.0,2.0,79.9,2.0
12206,Chandapura,1230.0,2.0,31.37,3.0
12207,BTM 2nd Stage,1100.0,2.0,47.0,2.0
12208,other,1563.0,2.0,52.0,3.0
12210,Hebbal Kempapura,3729.0,4.0,384.0,4.0
12211,Sarjapur  Road,1600.0,3.0,120.0,3.0
12212,Green Glen Layout,1715.0,3.0,120.0,3.0
12213,Bannerghatta Road,2400.0,4.0,180.0,4.0
12214,Ramagondanahalli,1151.0,2.0,42.5,2.0
12216,Uttarahalli,1123.0,2.0,60.0,2.0
12217,Whitefield,1276.0,2.0,69.5,2.0
12218,Yelahanka,1315.0,2.0,77.0,2.0
12219,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
12220,R.T. Nagar,1325.0,2.0,52.0,2.0
12221,Varthur,1600.0,3.0,63.2,3.0
12222,Jakkur,1660.0,3.0,104.0,3.0
12223,Kodichikkanahalli,1299.0,2.0,58.0,2.0
12225,Gunjur,1457.0,2.0,60.0,2.0
12226,Varthur,1000.0,1.0,65.0,2.0
12227,Mallasandra,1100.0,2.0,76.3,3.0
12228,Yelahanka,1075.0,2.0,33.53,3.0
12229,Kanakpura Road,1450.0,3.0,51.0,3.0
12230,Iblur Village,5515.0,6.0,425.0,5.0
12231,Bellandur,950.0,1.0,40.0,1.0
12233,other,1013.0,2.0,60.0,2.0
12234,Hennur Road,1140.0,2.0,56.0,2.0
12236,Yelahanka,1430.0,3.0,61.0,3.0
12238,other,1600.0,3.0,77.0,3.0
12239,other,1190.0,2.0,48.0,2.0
12240,other,1625.0,3.0,95.0,3.0
12241,other,1210.0,2.0,53.0,2.0
12242,Lakshminarayana Pura,1615.0,3.0,150.0,3.0
12243,Kalena Agrahara,1180.0,2.0,85.0,2.0
12244,Nagasandra,1500.0,2.0,91.0,2.0
12245,Bellandur,850.0,2.0,45.0,2.0
12246,Kothanur,1130.0,2.0,55.0,2.0
12247,CV Raman Nagar,907.0,2.0,38.0,2.0
12248,HRBR Layout,1300.0,2.0,90.0,2.0
12249,Hennur Road,1891.0,3.0,110.0,3.0
12250,Hennur Road,1735.0,3.0,78.0,3.0
12251,Bisuvanahalli,1075.0,2.0,33.0,3.0
12254,Uttarahalli,1590.0,3.0,57.0,3.0
12255,other,1600.0,5.0,140.0,5.0
12256,other,1160.0,2.0,55.0,2.0
12257,other,930.0,1.0,55.0,2.0
12258,Devanahalli,1010.0,2.0,58.0,2.0
12259,Electronic City,1221.0,2.0,68.0,2.0
12261,Hoodi,1108.0,2.0,87.48,2.0
